damaged_km2,degrading_km2,slow_km2,recovering_km2,exceeded_km2,degrading_pct,slow_pct,recovering_pct,exceeded_pct,mean_recovery_ratio
91.9377831934015,16.15417369728118,36.355052763081396,27.168412972206983,11.92927673971378,17.570767029806508,39.543103499248446,29.550868020229682,12.975380007389562,0.4150224332110627
