避難所名稱,地址,縣市,設施類型,緯度,經度,最近AQI測站,測站AQI,測站狀態,距離(公里),風險等級,預計收容人數
鹿峰國民小學操場,星河路209號,臺中市沙鹿區,室內,24.255608,120.570016,台中,43,良好,15.95,Low Risk,810
東勢區鯉魚伯公公園,中正路東勢幼兒園旁,臺中市東勢區,室外,24.256186,120.825098,台中,43,良好,19.53,Low Risk,1700
南村里活動中心,豐原區南村里圓環東路918號,臺中市豐原區,室內,24.2566,120.7299,台中,43,良好,13.39,Low Risk,100
大甲溪河濱公園,臺八線起點暨大甲溪旁,臺中市東勢區,室外,24.256973,120.824255,台中,43,良好,19.52,Low Risk,34000
龍興活動中心,石岡區龍興里萬仙街3號,臺中市石岡區,室內,24.257,120.7898,台中,43,良好,16.93,Low Risk,60
北庄社區活動中心,神岡區北庄里中山路1244號,臺中市神岡區,室內,24.2574,120.6683,台中,43,良好,12.21,Low Risk,48
翁明里活動中心,豐原區翁明里東仁街125號,臺中市豐原區,室內,24.2576,120.7259,台中,43,良好,13.32,Low Risk,100
東勢客家文化園區,中山路1號,臺中市東勢區,室內,24.25762,120.831861,台中,43,良好,20.17,Low Risk,1300
圳寮里活動中心,豐原區圳寮里圓環北路一段125號,臺中市豐原區,室內,24.2577,120.7186,台中,43,良好,13.06,Low Risk,100
神岡區公所,神岡區神岡里神岡路30號,臺中市神岡區,室內,24.2579,120.6614,台中,43,良好,12.32,Low Risk,204
梧棲綜合活動中心,梧棲區中正里臨港路三段246號,臺中市梧棲區,室內,24.258,120.5289,台中,43,良好,19.13,Low Risk,250
臺中市東勢區中科國小,東崎路4段92巷16號,臺中市東勢區,室內,24.258108,120.851671,台中,43,良好,21.84,Low Risk,700
大湳里活動中心,豐原區大湳里圓環北路1段151號,臺中市豐原區,室內,24.2582,120.7193,台中,43,良好,13.13,Low Risk,50
臺中市東勢區東勢國小禮堂,第五橫街1號,臺中市東勢區,室內,24.2586,120.8296,台中,43,良好,20.06,Low Risk,2100
南簡公園,梧棲區南簡里大仁路一段375巷,臺中市梧棲區,室外,24.258654,120.544147,台中,43,良好,18.02,Low Risk,500
神岡國小中正體育館,神岡區神岡村神圳路 1 號,臺中市神岡區,室內,24.2589,120.6611,台中,43,良好,12.43,Low Risk,163
南田里活動中心,豐原區南田里水源路192巷80號旁,臺中市豐原區,室內,24.2591,120.7419,台中,43,良好,14.19,Low Risk,50
石岡托兒所和盛分所,石岡區和盛里和盛街9號2樓,臺中市石岡區,室內,24.2591,120.8154,台中,43,良好,18.98,Low Risk,60
三村里活動中心,豐原區三村里豐原大道一段609號,臺中市豐原區,室內,24.2598,120.7093,台中,43,良好,12.98,Low Risk,50
東新國小教室,東蘭路1之1號,臺中市東勢區,室內,24.2604,120.8274,台中,43,良好,20.01,Low Risk,300
公館國民小學操場,中航路2段1號,臺中市沙鹿區,室內,24.260474,120.59561,台中,43,良好,14.83,Low Risk,470
頂寮社區活動中心,頂寮里八德東路100號,臺中市梧棲區,室內,24.2605,120.5326,台中,43,良好,19.02,Low Risk,150
北湳里活動中心,豐原區北湳里三環路72號,臺中市豐原區,室內,24.2608,120.7216,台中,43,良好,13.49,Low Risk,50
葫蘆墩國小,豐原區西湳里葫蘆墩一街250號,臺中市豐原區,室內,24.2611,120.7143,台中,43,良好,13.27,Low Risk,500
豐陽國中,豐原區南田里朝陽路33號,臺中市豐原區,室內,24.262,120.745,台中,43,良好,14.63,Low Risk,200
豐洲國小教室,神岡區豐洲里豐洲路482號,臺中市神岡區,室內,24.2623,120.704,台中,43,良好,13.11,Low Risk,168
社會福利館,石岡區德興里豐勢路 134 號,臺中市石岡區,室內,24.2627,120.8134,台中,43,良好,19.09,Low Risk,150
翁子里活動中心,豐原區翁子里豐勢路二段290巷12號,臺中市豐原區,室內,24.2629,120.7425,台中,43,良好,14.59,Low Risk,100
東新國中教室,東環街123號,臺中市東勢區,室內,24.2634,120.8295,台中,43,良好,20.38,Low Risk,1300
?榔國小禮堂,中央路23-12號,臺中市清水區,室內,24.2639,120.5451,台中,43,良好,18.35,Low Risk,70
土牛活動中心,石岡區土牛里德成巷1之2號,臺中市石岡區,室內,24.2655,120.0892,彰化,41,良好,50.81,Low Risk,40
清水國小活動中心,光華路125號,臺中市清水區,室內,24.2668,120.5732,台中,43,良好,16.71,Low Risk,250
清水區公所,鎮政路101號,臺中市清水區,室內,24.2683,120.5596,台中,43,良好,17.71,Low Risk,250
清水國中學生活動中心---培德樓,鰲峰路250號,臺中市清水區,室內,24.2683,120.563,台中,43,良好,17.48,Low Risk,500
西湳里活動中心,豐原區西湳里三豐路799巷133弄8號,臺中市豐原區,室內,24.2685,120.7177,台中,43,良好,14.16,Low Risk,100
三叉坑社區活動中心,和平區自由里東崎路二段三叉巷8-31號,臺中市和平區,室內,24.2686,120.8913,台中,43,良好,25.85,Low Risk,130
清水區老人文康活動中心1樓,清水街2號,臺中市清水區,室內,24.269,120.5783,台中,43,良好,16.59,Low Risk,50
鰲峰社區活動中心,大街路138-5號,臺中市清水區,室內,24.2693,120.5791,台中,43,良好,16.57,Low Risk,40
吳厝國小地下室1 樓,吳厝路35號,臺中市清水區,室內,24.2696,120.6047,台中,43,良好,15.25,Low Risk,15
東湳里活動中心,豐原區東湳里三豐路742巷146弄14號,臺中市豐原區,室內,24.2704,120.7265,台中,43,良好,14.66,Low Risk,100
金星活動中心,石岡區金星里石岡街下坑巷153號,臺中市石岡區,室內,24.2708,120.7735,台中,43,良好,17.03,Low Risk,100
建國國小教學行政大樓地下室,建國路10號,臺中市清水區,室內,24.2712,120.5629,台中,43,良好,17.74,Low Risk,200
大秀國小--國小禮堂及朝陽樓地下室1樓,武權路336號,臺中市清水區,室內,24.2718,120.5729,台中,43,良好,17.17,Low Risk,170
清水紫雲巖文化大樓,光明路35號,臺中市清水區,室內,24.2722,120.5789,台中,43,良好,16.85,Low Risk,300
圳堵國小學生活動中心,神岡區圳堵里三民路639號,臺中市神岡區,室內,24.2725,120.6587,台中,43,良好,13.96,Low Risk,209
梅子活動中心,石岡區梅子里梅子巷65之12號,臺中市石岡區,室內,24.2733,120.7996,台中,43,良好,18.93,Low Risk,60
朴子里活動中心,豐原區朴子里豐勢路二段535巷119號,臺中市豐原區,室內,24.2736,120.7484,台中,43,良好,15.92,Low Risk,50
石岡區公所,石岡區九房里豐勢路1033號,臺中市石岡區,室內,24.2748,120.7803,台中,43,良好,17.8,Low Risk,60
萬興活動中心,石岡區萬興里萬墩街105號,臺中市石岡區,室內,24.2753,120.791,台中,43,良好,18.52,Low Risk,60
HHH,豐勢路1033號,臺中市石岡區,室內,24.2758,120.7803,台中,43,良好,17.89,Low Risk,50
西寧國小活動中心,五權東路50號,臺中市清水區,室內,24.276,120.5754,台中,43,良好,17.4,Low Risk,600
萬安活動中心,石岡區萬安里石岡街6號3樓,臺中市石岡區,室內,24.276,120.7776,台中,43,良好,17.74,Low Risk,20
石岡國小籃球場,石岡區石岡里石岡街123號,臺中市石岡區,室外,24.2761,120.7733,台中,43,良好,17.5,Low Risk,100
東山國小教學大樓地下室,神清路6-1號,臺中市清水區,室內,24.2763,120.6344,台中,43,良好,14.84,Low Risk,70
清海國中--弘德樓地下室,中央路51-60號,臺中市清水區,室內,24.2764,120.5537,台中,43,良好,18.78,Low Risk,250
峰谷國小南棟教室,峰谷路496號,臺中市霧峰區,室內,24.279,120.4318,彰化,41,良好,25.27,Low Risk,900
石城國小教室,石城街182巷26號,臺中市東勢區,室內,24.286,120.7925,台中,43,良好,19.54,Low Risk,900
"三田國小禮堂1,2樓",三田路4號,臺中市清水區,室內,24.2899,120.5811,台中,43,良好,18.38,Low Risk,400
雙崎社區活動中心,和平區自由里東崎路二段71-5號,臺中市和平區,室內,24.2907,120.9085,台中,43,良好,28.64,Low Risk,110
大楊國小A棟地下室,鰲海路325號,臺中市清水區,室內,24.2923,120.6101,台中,43,良好,17.32,Low Risk,50
舊社社區活動中心,舊社路93號,臺中市后里區,室內,24.2949,120.7014,台中,43,良好,16.61,Low Risk,200
后里七星崗營區,寺山路121號,臺中市后里區,室內,24.2957,120.7355,台中,43,良好,17.61,Low Risk,1673
墩南社區活動中心,南村路303巷1-8號,臺中市后里區,室內,24.2964,120.7149,台中,43,良好,17.06,Low Risk,120
七星國小,南村路389號,臺中市后里區,室內,24.2966,120.7163,台中,43,良好,17.11,Low Risk,693
后里南營區,馬場路292號,臺中市后里區,室內,24.2985,120.7279,台中,43,良好,17.65,Low Risk,1244
上新社區籃槌球場,"水廠段912,913,916,917,919,920地號",苗栗縣卓蘭鎮,室外,24.2991,120.8345,台中,43,良好,23.44,Low Risk,100
內灣國小操場,內灣里120號,苗栗縣卓蘭鎮,室內,24.2991,120.8495,台中,43,良好,24.53,Low Risk,200
上新老人文康中心,3鄰41-2號,苗栗縣卓蘭鎮,室內,24.302705,120.83172,台中,43,良好,23.54,Low Risk,100
金沙鎮西園里辦公處,西園里西園1-3號,金門縣金沙鎮,室內,24.303,118.242,雲林,45,良好,232.44,Low Risk,30
甲南國小北棟地下室1樓,臨海路26號,臺中市清水區,室內,24.3046,120.5958,台中,43,良好,19.15,Low Risk,50
清泉國中活動中心,臨海路27-2號,臺中市清水區,室內,24.306,120.5918,台中,43,良好,19.46,Low Risk,150
后綜高中,三豐路80號,臺中市后里區,室內,24.3062,120.7226,台中,43,良好,18.31,Low Risk,2083
臺中市立后里幼兒園,三光路95號,臺中市后里區,室內,24.3067,120.7112,台中,43,良好,18.09,Low Risk,50
后里國中,中眉路169號,臺中市后里區,室內,24.3071,120.695,台中,43,良好,17.86,Low Risk,869
墩東社區活動中心,平安路130號,臺中市后里區,室內,24.3071,120.7155,台中,43,良好,18.23,Low Risk,150
內埔國小,文化路30號,臺中市后里區,室內,24.3075,120.7145,台中,43,良好,18.25,Low Risk,726
墩北社區活動中心,三光路139號,臺中市后里區,室內,24.308,120.7119,台中,43,良好,18.24,Low Risk,120
后里社區活動中心,甲后路1段501巷48號,臺中市后里區,室內,24.3082,120.7206,台中,43,良好,18.47,Low Risk,80
和平活動中心,三鄰108號,花蓮縣秀林鄉,室內,24.3083,121.7483,花蓮,35,良好,57.75,Low Risk,100
義里社區活動中心,梅里路11-3號,臺中市后里區,室內,24.3084,120.7314,台中,43,良好,18.81,Low Risk,70
后里區立活動中心,文化路32號,臺中市后里區,室內,24.3089,120.7142,台中,43,良好,18.39,Low Risk,200
明正國小教室,東蘭路永盛巷57-1號,臺中市東勢區,室內,24.3094,120.7904,台中,43,良好,21.53,Low Risk,380
后里國小,甲后路110號,臺中市后里區,室內,24.31,120.7294,台中,43,良好,18.91,Low Risk,620
金沙鎮官嶼里辦公處,官嶼里官澳82-2號,金門縣金沙鎮,室內,24.311,118.245,雲林,45,良好,232.4,Low Risk,30
育英國小,四月路23號,臺中市后里區,室內,24.3113,120.6794,台中,43,良好,18.2,Low Risk,250
卓蘭國小活動中心,中山路125號,苗栗縣卓蘭鎮,室內,24.3122,120.8248,台中,43,良好,23.87,Low Risk,200
卓蘭國小操場,中山路125號,苗栗縣卓蘭鎮,室內,24.3122,120.8248,台中,43,良好,23.87,Low Risk,500
高美國小教學行政大樓地下室1樓,護岸路37號,臺中市清水區,室內,24.3123,120.5622,台中,43,良好,21.51,Low Risk,300
臺中市立后里幼兒園-太平聯合分所,四月路23之6號,臺中市后里區,室內,24.3131,120.6776,台中,43,良好,18.4,Low Risk,50
厚里社區活動中心,九甲路一路259號,臺中市后里區,室內,24.3135,120.7157,台中,43,良好,18.92,Low Risk,150
月眉國小,甲后路940號,臺中市后里區,室內,24.3153,120.6909,台中,43,良好,18.72,Low Risk,818
泰安社區活動中心,福興路67-1號,臺中市后里區,室內,24.3218,120.7435,台中,43,良好,20.62,Low Risk,100
泰安國小,安眉路5號,臺中市后里區,室內,24.3253,120.7505,台中,43,良好,21.23,Low Risk,579
水美國小勤學樓,水美路二崁路63號,臺中市外埔區,室內,24.328,120.6339,台中,43,良好,20.45,Low Risk,200
南澳高中,蘇花路二段301號,宜蘭縣南澳鄉,室內,24.3322,121.7451,花蓮,35,良好,60.14,Low Risk,245
豐原國中,豐原區西湳里三豐路467號,臺中市豐原區,室內,24.3323,120.7298,台中,43,良好,21.3,Low Risk,100
外埔老人文康活動中心,甲后路499號,臺中市外埔區,室內,24.3324,120.651,台中,43,良好,20.67,Low Risk,500
農民研習中心大型收容所,六分路499,臺中市外埔區,室內,24.3327,120.6512,台中,43,良好,20.7,Low Risk,100
公館社區活動中心,三豐路5段352巷163號,臺中市后里區,室內,24.3329,120.7329,台中,43,良好,21.45,Low Risk,150
金洋國小,南澳鄉金洋村11號,宜蘭縣南澳鄉,室內,24.3332,121.7458,花蓮,35,良好,60.26,Low Risk,28
澳花和平基督長老教會,南澳鄉澳花村和平路48號,宜蘭縣南澳鄉,室內,24.333451,121.745835,花蓮,35,良好,60.29,Low Risk,20
水美社區活動中心,水美路129號,臺中市外埔區,室內,24.3337,120.6315,台中,43,良好,21.12,Low Risk,100
坪林社區活動中心,2鄰8之1號,苗栗縣卓蘭鎮,室內,24.3358,120.8761,台中,43,良好,29.31,Low Risk,100
景山國小操場,5鄰88號,苗栗縣卓蘭鎮,室內,24.3358,120.8763,台中,43,良好,29.32,Low Risk,100
文武國小體育教室,大甲區武陵里文曲路61號,臺中市大甲區,室內,24.3364,120.6006,台中,43,良好,22.25,Low Risk,118
桃山社區活動中心,東崎路1段桃山巷39之7號,臺中市和平區,室內,24.34,120.9357,台中,43,良好,34.11,Low Risk,60
豐原高中,豐原區南田里水源路150號,臺中市豐原區,室內,24.3401,120.6253,台中,43,良好,21.95,Low Risk,210
大甲區長青活動中心,大甲區中山里水源路167號,臺中市大甲區,室內,24.3409,120.6269,台中,43,良好,22.0,Low Risk,525
雙連國小操場,雙連16-1號,苗栗縣卓蘭鎮,室內,24.3449,120.8419,台中,43,良好,27.78,Low Risk,100
大安國小體育館,大安區中庄里中山南路296號,臺中市大安區,室內,24.3451,120.5882,台中,43,良好,23.6,Low Risk,5119
老人文康活動中心,興安路376號,臺中市大安區,室內,24.3459,120.5895,台中,43,良好,23.63,Low Risk,50
大安區公所禮堂,大安區中庄里中山南路356號,臺中市大安區,室內,24.3462,120.5866,台中,43,良好,23.77,Low Risk,60
梅園村活動中心,6鄰36號,苗栗縣泰安鄉,室內,24.3479,120.9304,台中,43,良好,34.26,Low Risk,100
新開國小操場,新開25號,苗栗縣大湖鄉,室內,24.348257,120.826351,台中,43,良好,27.15,Low Risk,100
新開國小,4鄰新開25號,苗栗縣大湖鄉,室內,24.348257,120.826351,台中,43,良好,27.15,Low Risk,100
文昌國小戶外空地,大甲區孔門里育德路113號,臺中市大甲區,室外,24.3483,120.6242,台中,43,良好,22.86,Low Risk,413
大甲高工活動中心,大甲區頂店里開元路71號,臺中市大甲區,室內,24.3499,120.6445,台中,43,良好,22.68,Low Risk,496
大甲國小禮堂,大甲區文武里育德路233號,臺中市大甲區,室內,24.3508,120.6261,台中,43,良好,23.09,Low Risk,240
豐田國小操場,3鄰36號,苗栗縣卓蘭鎮,室內,24.3517,120.8577,台中,43,良好,29.38,Low Risk,200
坪林國小操場,7鄰86-2號,苗栗縣卓蘭鎮,室內,24.3526,120.8653,台中,43,良好,29.95,Low Risk,200
大甲國中活動中心,大甲區文武里育英路186號,臺中市大甲區,室內,24.3536,120.6223,台中,43,良好,23.48,Low Risk,491
三光國小體育館,大安區龜殼里3鄰中松路297號,臺中市大安區,室內,24.358,120.6005,台中,43,良好,24.53,Low Risk,300
景山社區活動中心,5鄰78號,苗栗縣卓蘭鎮,室內,24.3587,120.8671,台中,43,良好,30.58,Low Risk,50
士林國小,5鄰26號,苗栗縣泰安鄉,室內,24.3605,120.947,台中,43,良好,36.44,Low Risk,150
象鼻村活動中心,1鄰7號,苗栗縣泰安鄉,室內,24.360527,120.94702,台中,43,良好,36.45,Low Risk,160
象鼻村活動中心戶外廣場,1鄰7號,苗栗縣泰安鄉,室外,24.362245,120.938938,台中,43,良好,35.95,Low Risk,100
大安國中體育館,大安區松雅里大安港路691號,臺中市大安區,室內,24.3652,120.6018,台中,43,良好,25.26,Low Risk,1325
栗林國小操場,5鄰四份61號,苗栗縣大湖鄉,室內,24.373502,120.842715,台中,43,良好,30.4,Low Risk,100
栗林社區活動中心,5鄰四份61號之2,苗栗縣大湖鄉,室內,24.373511,120.842741,台中,43,良好,30.41,Low Risk,100
武榮社區活動中心,水流東7號,苗栗縣大湖鄉,室內,24.3755,120.8646,台中,43,良好,31.88,Low Risk,100
日南國中體育館,大甲區孟春里中山路二段69-11號,臺中市大甲區,室內,24.3783,120.652,台中,43,良好,25.73,Low Risk,539
