class_id,class_en,class_zh,pixels,area_ha,area_km2,percent_valid
0,Water,水體,542261,21690.44,216.90439999999998,43.15395922083317
1,Forest,森林,347101,13884.04,138.84040000000002,27.62282812061058
2,Cropland,農田/草生地,241125,9645.0,96.45,19.189096057292335
3,Bare/Landslide,裸地/崩塌,5044,201.76,2.0176,0.4014092297065113
4,Built-up,建物/都市,121042,4841.68,48.4168,9.632707371557403
